numéro,pays,ligue,année,clubs,liens
1821472,Espagne,Laliga,2024-2025,Rayo Vallecano Osasuna,/matches/1821472/live/espagne-laliga-2024-2025-rayo-vallecano-osasuna
1821473,Espagne,Laliga,2024-2025,Real Sociedad Real Madrid,/matches/1821473/live/espagne-laliga-2024-2025-real-sociedad-real-madrid
1821474,Espagne,Laliga,2024-2025,Athletic Club Celta Vigo,/matches/1821474/live/espagne-laliga-2024-2025-athletic-club-celta-vigo
1821475,Espagne,Laliga,2024-2025,Real Betis Mallorca,/matches/1821475/live/espagne-laliga-2024-2025-real-betis-mallorca
1821476,Espagne,Laliga,2024-2025,Getafe Leganes,/matches/1821476/live/espagne-laliga-2024-2025-getafe-leganes
1821477,Espagne,Laliga,2024-2025,Deportivo Alaves Sevilla,/matches/1821477/live/espagne-laliga-2024-2025-deportivo-alaves-sevilla
1821478,Espagne,Laliga,2024-2025,Rayo Vallecano Atletico Madrid,/matches/1821478/live/espagne-laliga-2024-2025-rayo-vallecano-atletico-madrid
1821479,Espagne,Laliga,2024-2025,Villarreal Barcelona,/matches/1821479/live/espagne-laliga-2024-2025-villarreal-barcelona
1821480,Espagne,Laliga,2024-2025,Valencia Girona,/matches/1821480/live/espagne-laliga-2024-2025-valencia-girona
1821481,Espagne,Laliga,2024-2025,Real Valladolid Real Sociedad,/matches/1821481/live/espagne-laliga-2024-2025-real-valladolid-real-sociedad
1821482,Espagne,Laliga,2024-2025,Osasuna Las Palmas,/matches/1821482/live/espagne-laliga-2024-2025-osasuna-las-palmas
1821483,Espagne,Laliga,2024-2025,Barcelona Getafe,/matches/1821483/live/espagne-laliga-2024-2025-barcelona-getafe
1821484,Espagne,Laliga,2024-2025,Girona Rayo Vallecano,/matches/1821484/live/espagne-laliga-2024-2025-girona-rayo-vallecano
1821485,Espagne,Laliga,2024-2025,Mallorca Real Sociedad,/matches/1821485/live/espagne-laliga-2024-2025-mallorca-real-sociedad
1821486,Espagne,Laliga,2024-2025,Sevilla Real Valladolid,/matches/1821486/live/espagne-laliga-2024-2025-sevilla-real-valladolid
1821487,Espagne,Laliga,2024-2025,Leganes Athletic Club,/matches/1821487/live/espagne-laliga-2024-2025-leganes-athletic-club
1821488,Espagne,Laliga,2024-2025,Celta Vigo Atletico Madrid,/matches/1821488/live/espagne-laliga-2024-2025-celta-vigo-atletico-madrid
1821489,Espagne,Laliga,2024-2025,Las Palmas Real Betis,/matches/1821489/live/espagne-laliga-2024-2025-las-palmas-real-betis
1821490,Espagne,Laliga,2024-2025,Valencia Osasuna,/matches/1821490/live/espagne-laliga-2024-2025-valencia-osasuna
1821491,Espagne,Laliga,2024-2025,Real Madrid Deportivo Alaves,/matches/1821491/live/espagne-laliga-2024-2025-real-madrid-deportivo-alaves
1821492,Espagne,Laliga,2024-2025,Athletic Club Sevilla,/matches/1821492/live/espagne-laliga-2024-2025-athletic-club-sevilla
1821493,Espagne,Laliga,2024-2025,Atletico Madrid Real Madrid,/matches/1821493/live/espagne-laliga-2024-2025-atletico-madrid-real-madrid
1821494,Espagne,Laliga,2024-2025,Celta Vigo Girona,/matches/1821494/live/espagne-laliga-2024-2025-celta-vigo-girona
1821497,Espagne,Laliga,2024-2025,Real Valladolid Mallorca,/matches/1821497/live/espagne-laliga-2024-2025-real-valladolid-mallorca
1821498,Espagne,Laliga,2024-2025,Villarreal Las Palmas,/matches/1821498/live/espagne-laliga-2024-2025-villarreal-las-palmas
1821499,Espagne,Laliga,2024-2025,Getafe Deportivo Alaves,/matches/1821499/live/espagne-laliga-2024-2025-getafe-deportivo-alaves
1821500,Espagne,Laliga,2024-2025,Rayo Vallecano Leganes,/matches/1821500/live/espagne-laliga-2024-2025-rayo-vallecano-leganes
1821501,Espagne,Laliga,2024-2025,Getafe Osasuna,/matches/1821501/live/espagne-laliga-2024-2025-getafe-osasuna
1821502,Espagne,Laliga,2024-2025,Real Madrid Villarreal,/matches/1821502/live/espagne-laliga-2024-2025-real-madrid-villarreal
1821503,Espagne,Laliga,2024-2025,Deportivo Alaves Barcelona,/matches/1821503/live/espagne-laliga-2024-2025-deportivo-alaves-barcelona
,,,,,
1821505,Espagne,Laliga,2024-2025,Leganes Valencia,/matches/1821505/live/espagne-laliga-2024-2025-leganes-valencia
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1821512,Espagne,Laliga,2024-2025,Girona Athletic Club,/matches/1821512/live/espagne-laliga-2024-2025-girona-athletic-club
1821513,Espagne,Laliga,2024-2025,Real Sociedad Atletico Madrid,/matches/1821513/live/espagne-laliga-2024-2025-real-sociedad-atletico-madrid
1821514,Espagne,Laliga,2024-2025,Sevilla Real Betis,/matches/1821514/live/espagne-laliga-2024-2025-sevilla-real-betis
1821515,Espagne,Laliga,2024-2025,Las Palmas Celta Vigo,/matches/1821515/live/espagne-laliga-2024-2025-las-palmas-celta-vigo
1821516,Espagne,Laliga,2024-2025,Real Valladolid Rayo Vallecano,/matches/1821516/live/espagne-laliga-2024-2025-real-valladolid-rayo-vallecano
1821517,Espagne,Laliga,2024-2025,Atletico Madrid Leganes,/matches/1821517/live/espagne-laliga-2024-2025-atletico-madrid-leganes
1821518,Espagne,Laliga,2024-2025,Barcelona Sevilla,/matches/1821518/live/espagne-laliga-2024-2025-barcelona-sevilla
1821519,Espagne,Laliga,2024-2025,Celta Vigo Real Madrid,/matches/1821519/live/espagne-laliga-2024-2025-celta-vigo-real-madrid
1821520,Espagne,Laliga,2024-2025,Girona Real Sociedad,/matches/1821520/live/espagne-laliga-2024-2025-girona-real-sociedad
1821521,Espagne,Laliga,2024-2025,Mallorca Rayo Vallecano,/matches/1821521/live/espagne-laliga-2024-2025-mallorca-rayo-vallecano
1821522,Espagne,Laliga,2024-2025,Deportivo Alaves Real Valladolid,/matches/1821522/live/espagne-laliga-2024-2025-deportivo-alaves-real-valladolid
1821523,Espagne,Laliga,2024-2025,Osasuna Real Betis,/matches/1821523/live/espagne-laliga-2024-2025-osasuna-real-betis
1821524,Espagne,Laliga,2024-2025,Villarreal Getafe,/matches/1821524/live/espagne-laliga-2024-2025-villarreal-getafe
1821525,Espagne,Laliga,2024-2025,Valencia Las Palmas,/matches/1821525/live/espagne-laliga-2024-2025-valencia-las-palmas
1821526,Espagne,Laliga,2024-2025,Getafe Valencia,/matches/1821526/live/espagne-laliga-2024-2025-getafe-valencia
1821527,Espagne,Laliga,2024-2025,Mallorca Athletic Club,/matches/1821527/live/espagne-laliga-2024-2025-mallorca-athletic-club
1821528,Espagne,Laliga,2024-2025,Real Betis Atletico Madrid,/matches/1821528/live/espagne-laliga-2024-2025-real-betis-atletico-madrid
1821529,Espagne,Laliga,2024-2025,Real Madrid Barcelona,/matches/1821529/live/espagne-laliga-2024-2025-real-madrid-barcelona
1821530,Espagne,Laliga,2024-2025,Leganes Celta Vigo,/matches/1821530/live/espagne-laliga-2024-2025-leganes-celta-vigo
1821531,Espagne,Laliga,2024-2025,Las Palmas Girona,/matches/1821531/live/espagne-laliga-2024-2025-las-palmas-girona
1821532,Espagne,Laliga,2024-2025,Real Sociedad Osasuna,/matches/1821532/live/espagne-laliga-2024-2025-real-sociedad-osasuna
1821533,Espagne,Laliga,2024-2025,Real Valladolid Villarreal,/matches/1821533/live/espagne-laliga-2024-2025-real-valladolid-villarreal
1821534,Espagne,Laliga,2024-2025,Rayo Vallecano Deportivo Alaves,/matches/1821534/live/espagne-laliga-2024-2025-rayo-vallecano-deportivo-alaves
1821535,Espagne,Laliga,2024-2025,Athletic Club Real Betis,/matches/1821535/live/espagne-laliga-2024-2025-athletic-club-real-betis
1821536,Espagne,Laliga,2024-2025,Atletico Madrid Las Palmas,/matches/1821536/live/espagne-laliga-2024-2025-atletico-madrid-las-palmas
1821537,Espagne,Laliga,2024-2025,Celta Vigo Getafe,/matches/1821537/live/espagne-laliga-2024-2025-celta-vigo-getafe
1821538,Espagne,Laliga,2024-2025,Girona Leganes,/matches/1821538/live/espagne-laliga-2024-2025-girona-leganes
1821539,Espagne,Laliga,2024-2025,Osasuna Real Valladolid,/matches/1821539/live/espagne-laliga-2024-2025-osasuna-real-valladolid
1821540,Espagne,Laliga,2024-2025,Deportivo Alaves Mallorca,/matches/1821540/live/espagne-laliga-2024-2025-deportivo-alaves-mallorca
1821541,Espagne,Laliga,2024-2025,Villarreal Rayo Vallecano,/matches/1821541/live/espagne-laliga-2024-2025-villarreal-rayo-vallecano
1821542,Espagne,Laliga,2024-2025,Valencia Real Madrid,/matches/1821542/live/espagne-laliga-2024-2025-valencia-real-madrid
1821543,Espagne,Laliga,2024-2025,Sevilla Real Sociedad,/matches/1821543/live/espagne-laliga-2024-2025-sevilla-real-sociedad
1821544,Espagne,Laliga,2024-2025,Real Betis Celta Vigo,/matches/1821544/live/espagne-laliga-2024-2025-real-betis-celta-vigo
1821545,Espagne,Laliga,2024-2025,Getafe Girona,/matches/1821545/live/espagne-laliga-2024-2025-getafe-girona
1821546,Espagne,Laliga,2024-2025,Leganes Sevilla,/matches/1821546/live/espagne-laliga-2024-2025-leganes-sevilla
1821547,Espagne,Laliga,2024-2025,Real Valladolid Athletic Club,/matches/1821547/live/espagne-laliga-2024-2025-real-valladolid-athletic-club
1821548,Espagne,Laliga,2024-2025,Mallorca Atletico Madrid,/matches/1821548/live/espagne-laliga-2024-2025-mallorca-atletico-madrid
1821549,Espagne,Laliga,2024-2025,Real Sociedad Barcelona,/matches/1821549/live/espagne-laliga-2024-2025-real-sociedad-barcelona
1821550,Espagne,Laliga,2024-2025,Real Madrid Osasuna,/matches/1821550/live/espagne-laliga-2024-2025-real-madrid-osasuna
1821551,Espagne,Laliga,2024-2025,Rayo Vallecano Las Palmas,/matches/1821551/live/espagne-laliga-2024-2025-rayo-vallecano-las-palmas
1821552,Espagne,Laliga,2024-2025,Villarreal Deportivo Alaves,/matches/1821552/live/espagne-laliga-2024-2025-villarreal-deportivo-alaves
1821553,Espagne,Laliga,2024-2025,Athletic Club Real Sociedad,/matches/1821553/live/espagne-laliga-2024-2025-athletic-club-real-sociedad
1821554,Espagne,Laliga,2024-2025,Getafe Real Valladolid,/matches/1821554/live/espagne-laliga-2024-2025-getafe-real-valladolid
1821555,Espagne,Laliga,2024-2025,Osasuna Villarreal,/matches/1821555/live/espagne-laliga-2024-2025-osasuna-villarreal
1821556,Espagne,Laliga,2024-2025,Las Palmas Mallorca,/matches/1821556/live/espagne-laliga-2024-2025-las-palmas-mallorca
1821557,Espagne,Laliga,2024-2025,Leganes Real Madrid,/matches/1821557/live/espagne-laliga-2024-2025-leganes-real-madrid
1821558,Espagne,Laliga,2024-2025,Celta Vigo Barcelona,/matches/1821558/live/espagne-laliga-2024-2025-celta-vigo-barcelona
1821559,Espagne,Laliga,2024-2025,Valencia Real Betis,/matches/1821559/live/espagne-laliga-2024-2025-valencia-real-betis
1821560,Espagne,Laliga,2024-2025,Sevilla Rayo Vallecano,/matches/1821560/live/espagne-laliga-2024-2025-sevilla-rayo-vallecano
1821561,Espagne,Laliga,2024-2025,Atletico Madrid Deportivo Alaves,/matches/1821561/live/espagne-laliga-2024-2025-atletico-madrid-deportivo-alaves
1821562,Espagne,Laliga,2024-2025,Leganes Real Sociedad,/matches/1821562/live/espagne-laliga-2024-2025-leganes-real-sociedad
1821563,Espagne,Laliga,2024-2025,Barcelona Las Palmas,/matches/1821563/live/espagne-laliga-2024-2025-barcelona-las-palmas
1821564,Espagne,Laliga,2024-2025,Real Betis Barcelona,/matches/1821564/live/espagne-laliga-2024-2025-real-betis-barcelona
1821565,Espagne,Laliga,2024-2025,Valencia Rayo Vallecano,/matches/1821565/live/espagne-laliga-2024-2025-valencia-rayo-vallecano
1821566,Espagne,Laliga,2024-2025,Osasuna Deportivo Alaves,/matches/1821566/live/espagne-laliga-2024-2025-osasuna-deportivo-alaves
1821567,Espagne,Laliga,2024-2025,Mallorca Valencia,/matches/1821567/live/espagne-laliga-2024-2025-mallorca-valencia
1821568,Espagne,Laliga,2024-2025,Atletico Madrid Getafe,/matches/1821568/live/espagne-laliga-2024-2025-atletico-madrid-getafe
1821569,Espagne,Laliga,2024-2025,Barcelona Leganes,/matches/1821569/live/espagne-laliga-2024-2025-barcelona-leganes
1821570,Espagne,Laliga,2024-2025,Rayo Vallecano Real Madrid,/matches/1821570/live/espagne-laliga-2024-2025-rayo-vallecano-real-madrid
1821571,Espagne,Laliga,2024-2025,Deportivo Alaves Leganes,/matches/1821571/live/espagne-laliga-2024-2025-deportivo-alaves-leganes
1821572,Espagne,Laliga,2024-2025,Deportivo Alaves Athletic Club,/matches/1821572/live/espagne-laliga-2024-2025-deportivo-alaves-athletic-club
1821573,Espagne,Laliga,2024-2025,Rayo Vallecano Athletic Club,/matches/1821573/live/espagne-laliga-2024-2025-rayo-vallecano-athletic-club
1821574,Espagne,Laliga,2024-2025,Villarreal Real Betis,/matches/1821574/live/espagne-laliga-2024-2025-villarreal-real-betis
1821575,Espagne,Laliga,2024-2025,Real Valladolid Atletico Madrid,/matches/1821575/live/espagne-laliga-2024-2025-real-valladolid-atletico-madrid
1821576,Espagne,Laliga,2024-2025,Sevilla Celta Vigo,/matches/1821576/live/espagne-laliga-2024-2025-sevilla-celta-vigo
1821577,Espagne,Laliga,2024-2025,Mallorca Girona,/matches/1821577/live/espagne-laliga-2024-2025-mallorca-girona
1821578,Espagne,Laliga,2024-2025,Real Valladolid Valencia,/matches/1821578/live/espagne-laliga-2024-2025-real-valladolid-valencia
1821579,Espagne,Laliga,2024-2025,Real Sociedad Real Betis,/matches/1821579/live/espagne-laliga-2024-2025-real-sociedad-real-betis
1821580,Espagne,Laliga,2024-2025,Real Sociedad Las Palmas,/matches/1821580/live/espagne-laliga-2024-2025-real-sociedad-las-palmas
1821581,Espagne,Laliga,2024-2025,Real Madrid Getafe,/matches/1821581/live/espagne-laliga-2024-2025-real-madrid-getafe
1821582,Espagne,Laliga,2024-2025,Villarreal Girona,/matches/1821582/live/espagne-laliga-2024-2025-villarreal-girona
1821583,Espagne,Laliga,2024-2025,Sevilla Osasuna,/matches/1821583/live/espagne-laliga-2024-2025-sevilla-osasuna
1821584,Espagne,Laliga,2024-2025,Athletic Club Villarreal,/matches/1821584/live/espagne-laliga-2024-2025-athletic-club-villarreal
1821585,Espagne,Laliga,2024-2025,Atletico Madrid Sevilla,/matches/1821585/live/espagne-laliga-2024-2025-atletico-madrid-sevilla
1821586,Espagne,Laliga,2024-2025,Celta Vigo Mallorca,/matches/1821586/live/espagne-laliga-2024-2025-celta-vigo-mallorca
1821587,Espagne,Laliga,2024-2025,Girona Real Madrid,/matches/1821587/live/espagne-laliga-2024-2025-girona-real-madrid
1821588,Espagne,Laliga,2024-2025,Las Palmas Real Valladolid,/matches/1821588/live/espagne-laliga-2024-2025-las-palmas-real-valladolid
1821589,Espagne,Laliga,2024-2025,Real Betis Rayo Vallecano,/matches/1821589/live/espagne-laliga-2024-2025-real-betis-rayo-vallecano
1821590,Espagne,Laliga,2024-2025,Athletic Club Real Madrid,/matches/1821590/live/espagne-laliga-2024-2025-athletic-club-real-madrid
1821591,Espagne,Laliga,2024-2025,Celta Vigo Real Sociedad,/matches/1821591/live/espagne-laliga-2024-2025-celta-vigo-real-sociedad
1821592,Espagne,Laliga,2024-2025,Atletico Madrid Osasuna,/matches/1821592/live/espagne-laliga-2024-2025-atletico-madrid-osasuna
1821593,Espagne,Laliga,2024-2025,Getafe Mallorca,/matches/1821593/live/espagne-laliga-2024-2025-getafe-mallorca
1821594,Espagne,Laliga,2024-2025,Real Sociedad Villarreal,/matches/1821594/live/espagne-laliga-2024-2025-real-sociedad-villarreal
1821595,Espagne,Laliga,2024-2025,Girona Real Valladolid,/matches/1821595/live/espagne-laliga-2024-2025-girona-real-valladolid
1821596,Espagne,Laliga,2024-2025,Sevilla Valencia,/matches/1821596/live/espagne-laliga-2024-2025-sevilla-valencia
1821597,Espagne,Laliga,2024-2025,Real Madrid Sevilla,/matches/1821597/live/espagne-laliga-2024-2025-real-madrid-sevilla
1821598,Espagne,Laliga,2024-2025,Deportivo Alaves Girona,/matches/1821598/live/espagne-laliga-2024-2025-deportivo-alaves-girona
1821599,Espagne,Laliga,2024-2025,Leganes Villarreal,/matches/1821599/live/espagne-laliga-2024-2025-leganes-villarreal
1821600,Espagne,Laliga,2024-2025,Mallorca Barcelona,/matches/1821600/live/espagne-laliga-2024-2025-mallorca-barcelona
1821601,Espagne,Laliga,2024-2025,Osasuna Athletic Club,/matches/1821601/live/espagne-laliga-2024-2025-osasuna-athletic-club
1821602,Espagne,Laliga,2024-2025,Real Valladolid Real Betis,/matches/1821602/live/espagne-laliga-2024-2025-real-valladolid-real-betis
1821603,Espagne,Laliga,2024-2025,Barcelona Atletico Madrid,/matches/1821603/live/espagne-laliga-2024-2025-barcelona-atletico-madrid
1821604,Espagne,Laliga,2024-2025,Rayo Vallecano Celta Vigo,/matches/1821604/live/espagne-laliga-2024-2025-rayo-vallecano-celta-vigo
1821605,Espagne,Laliga,2024-2025,Valencia Deportivo Alaves,/matches/1821605/live/espagne-laliga-2024-2025-valencia-deportivo-alaves
1821606,Espagne,Laliga,2024-2025,Las Palmas Getafe,/matches/1821606/live/espagne-laliga-2024-2025-las-palmas-getafe
1821607,Espagne,Laliga,2024-2025,Girona Sevilla,/matches/1821607/live/espagne-laliga-2024-2025-girona-sevilla
